year,head_to_head,result,fifa_rank_diff,home_form_total,away_form_total,stage_encoded,home_team_encoded,away_team_encoded
1954,0,home team win,136.0591856241167,0.39999999999999997,0.6,0,82,29
1954,1,home team win,118.72062931670166,1.2,1.0999999999999999,0,8,45
1954,0,home team win,-223.80005356856668,0.8999999999999999,0.5,0,70,40
1954,0,home team win,225.73488536021068,1.0999999999999999,0.6,0,33,70
1954,0,home team win,-21.833380152083464,0.0,0.39999999999999997,0,81,79
1954,0,draw,181.7115243897092,0.39999999999999997,0.8999999999999999,0,25,5
1954,0,home team win,34.82827520458818,2.5,0.39999999999999997,0,79,63
1954,1,draw,-18.302925761317283,4.7,0.39999999999999997,0,8,86
1954,0,home team win,73.59921710805634,1.4,0.39999999999999997,0,4,20
1954,1,home team win,-8.121868391467615,0.6,1.0999999999999999,0,27,45
1954,0,home team win,275.0169058980812,7.3999999999999995,0.0,0,33,85
1954,0,home team win,-25.605319860473173,0.39999999999999997,0.6,0,75,70
1954,0,home team win,165.61658160458546,0.5,3.6999999999999997,0,37,5
1954,0,home team win,208.43668807015433,3.1999999999999997,0.8999999999999999,0,25,74
1954,1,home team win,-31.82403551888342,2.8,1.0999999999999999,0,81,79
1954,1,home team win,-212.0706166891282,2.3,1.2,0,70,40
1954,0,home team win,-37.629714847203104,4.25,0.39999999999999997,4,79,27
1954,0,home team win,128.8623859039626,2.8,0.8999999999999999,4,4,74
1954,0,home team win,121.31973501129846,7.049999999999999,1.2,4,33,8
1954,0,home team win,-187.22682410082416,3.8499999999999996,1.0999999999999999,4,81,86
1954,0,home team win,110.23222246902242,5.999999999999999,1.0999999999999999,1,33,83
1954,0,home team win,-137.40603083695873,3.0333333333333328,0.7000000000000001,1,81,4
1954,0,home team win,-53.95333107965462,3.733333333333333,2.5,5,4,83
1954,0,home team win,-299.60604637951656,3.5,1.0999999999999999,2,81,35
1958,0,away team win,250.86363505522218,0.39999999999999997,0.0,0,2,85
1958,0,home team win,46.5414521073028,0.7999999999999999,1.0999999999999999,0,69,45
1958,0,home team win,-175.40301695581206,0.5,0.6,0,47,20
1958,0,home team win,18.647653168384295,0.39999999999999997,0.3,0,27,54
